20100111,000000,4511.0000000,4744.0000000,4510.0000000,4695.4000000,1035219
20100112,000000,4679.7300000,4695.4000000,4587.0000000,4640.0600000,754512
20100113,000000,4589.0000000,4730.0000000,4565.1100000,4654.1400000,779058
20100114,000000,4722.0000000,4907.0000000,4720.0000000,4892.9400000,1401955
20100115,000000,4874.9900000,4955.0000000,4842.0000000,4884.6200000,821326
20100118,000000,4869.0000000,5035.0000000,4852.0000000,5027.0000000,976407
20100119,000000,5015.0000000,5084.9900000,4915.0100000,5040.0000000,1001574
20100120,000000,5020.0000000,5083.7500000,4911.1100000,4945.0000000,960204
20100121,000000,4975.0000000,4995.0000000,4856.0300000,4902.9400000,914477
20100122,000000,4849.9700000,4885.0000000,4753.2300000,4809.1500000,1060295
20100125,000000,4754.0000000,4825.0000000,4667.0000000,4720.0000000,895308
20100126,000000,4667.0000000,4697.0000000,4571.0000000,4589.9600000,1007247
20100127,000000,4578.9400000,4710.0000000,4471.0000000,4622.9600000,1236503
20100128,000000,4680.0000000,4760.0000000,4651.0800000,4722.0000000,950090
20100129,000000,4663.9900000,4729.0000000,4604.5400000,4711.3300000,912672
20100201,000000,4660.1200000,4698.0000000,4621.0700000,4674.9000000,571819
20100202,000000,4710.2600000,4785.0000000,4692.0000000,4780.0000000,838326
20100203,000000,4819.9000000,4850.9600000,4719.0000000,4729.3800000,1020540
20100204,000000,4729.3800000,4749.9600000,4556.0000000,4587.9400000,966112
20100205,000000,4499.0000000,4553.8000000,4402.0300000,4484.9900000,1314906
20100208,000000,4488.0000000,4539.8700000,4445.0600000,4500.0000000,913185
20100209,000000,4526.0000000,4594.0000000,4490.0000000,4575.0900000,896784
20100210,000000,4607.0000000,4624.0000000,4435.2500000,4472.0000000,968561
20100211,000000,4519.2800000,4544.0000000,4415.7000000,4431.3300000,671678
20100212,000000,4485.7700000,4523.9800000,4323.1000000,4411.0000000,1091311
20100215,000000,4426.0000000,4491.7700000,4391.0100000,4490.0000000,465054
20100216,000000,4527.0700000,4637.0000000,4510.1600000,4633.0600000,688085
20100217,000000,4670.0000000,4688.8900000,4580.0000000,4592.0000000,774325
20100218,000000,4572.7700000,4620.0000000,4522.0000000,4620.0000000,728481
20100219,000000,4548.0100000,4714.9900000,4486.0200000,4710.0000000,800552
