80,77 LKOH|318|52|Max Williams A/D | 3|1|1||4 дня роста, 1 дня в 
80,77 LKOH|266|52|Max Williams A/D | 4|1|1||4 дня роста, 1 дня в 
80,77 SBER|222|26|Min Williams A/D | 5|1|3||5 дня падения, 1 дня в 
80,77 SBER|203|26|Min Williams A/D | 6|1|2||5 дня падения, 1 дня в 
80,77 SBER|188|26|Min Williams A/D | 7|1|2||5 дня падения, 1 дня в 
80,77 SBER|168|26|Min Williams A/D | 8|1|2||5 дня падения, 1 дня в 
80,95 RTKM|125|21|Max Williams A/D | 8|1|3||5 дня роста, 1 дня в 
80,95 RTKM|119|21|Max Williams A/D | 9|1|2||5 дня роста, 1 дня в 
81,40 RTKM|349|43|Min Williams A/D | 3|1|3||5 дня падения, 1 дня в 
81,40 RTKM|295|43|Min Williams A/D | 4|1|3||5 дня падения, 1 дня в 
81,63 GMKN|309|49|Min Williams A/D | 3|1|1||4 дня падения, 1 дня в 
81,82 NVTK|186|22|Max Williams A/D | 8|1|3||5 дня роста, 1 дня в 
81,82 NVTK|168|22|Max Williams A/D | 9|1|2||5 дня роста, 1 дня в 
81,82 NVTK|168|22|Max Williams A/D | 9|1|3||5 дня роста, 1 дня в 
81,82 NVTK|159|22|Max Williams A/D |10|1|2||5 дня роста, 1 дня в 
81,82 NVTK|159|22|Max Williams A/D |10|1|3||5 дня роста, 1 дня в 
81,82 NVTK|152|22|Max Williams A/D |11|1|1||5 дня роста, 1 дня в 
81,82 NVTK|152|22|Max Williams A/D |11|1|2||5 дня роста, 1 дня в 
81,82 NVTK|152|22|Max Williams A/D |11|1|3||5 дня роста, 1 дня в 
81,82 NVTK|143|22|Max Williams A/D |12|1|1||5 дня роста, 1 дня в 
81,82 NVTK|143|22|Max Williams A/D |12|1|2||5 дня роста, 1 дня в 
81,82 NVTK|143|22|Max Williams A/D |12|1|3||5 дня роста, 1 дня в 
81,82 NVTK|141|22|Max Williams A/D |13|1|1||5 дня роста, 1 дня в 
81,82 NVTK|141|22|Max Williams A/D |13|1|2||5 дня роста, 1 дня в 
81,82 NVTK|141|22|Max Williams A/D |13|1|3||5 дня роста, 1 дня в 
81,82 NVTK|133|22|Max Williams A/D |14|1|1||5 дня роста, 1 дня в 
81,82 NVTK|133|22|Max Williams A/D |14|1|2||5 дня роста, 1 дня в 
81,82 NVTK|133|22|Max Williams A/D |14|1|3||5 дня роста, 1 дня в 
81,82 NVTK|129|22|Max Williams A/D |15|1|1||5 дня роста, 1 дня в 
81,82 NVTK|129|22|Max Williams A/D |15|1|2||5 дня роста, 1 дня в 
81,82 NVTK|129|22|Max Williams A/D |15|1|3||5 дня роста, 1 дня в 
81,82 NVTK|125|22|Max Williams A/D |16|1|1||5 дня роста, 1 дня в 
81,82 NVTK|125|22|Max Williams A/D |16|1|2||5 дня роста, 1 дня в 
81,82 NVTK|125|22|Max Williams A/D |16|1|3||5 дня роста, 1 дня в 
81,82 NVTK|120|22|Max Williams A/D |17|1|1||5 дня роста, 1 дня в 
81,82 NVTK|120|22|Max Williams A/D |17|1|2||5 дня роста, 1 дня в 
81,82 NVTK|114|22|Max Williams A/D |18|1|1||5 дня роста, 1 дня в 
81,82 NVTK|112|22|Max Williams A/D |19|1|1||5 дня роста, 1 дня в 
81,82 ROSN|106|11|Min Williams A/D |17|1|1||6 дня падения, 1 дня в 
81,82 ROSN|102|11|Min Williams A/D |18|1|1||6 дня падения, 1 дня в 
81,82 SBER|187|33|Max Williams A/D | 7|1|2||4 дня роста, 1 дня в 
82,35 NVTK|100|17|Min Williams A/D |13|1|2||5 дня падения, 1 дня в 
82,35 NVTK|94|17|Min Williams A/D |14|1|2||5 дня падения, 1 дня в 
82,35 NVTK|92|17|Min Williams A/D |15|1|1||5 дня падения, 1 дня в 
82,35 NVTK|87|17|Min Williams A/D |16|1|1||5 дня падения, 1 дня в 
82,35 NVTK|86|17|Min Williams A/D |17|1|1||5 дня падения, 1 дня в 
82,35 SBER|312|51|Min Williams A/D | 3|1|3||4 дня падения, 1 дня в 
82,61 ROSN|337|46|Min Williams A/D | 3|1|3||4 дня падения, 1 дня в 
82,69 LKOH|318|52|Max Williams A/D | 3|1|3||4 дня роста, 1 дня в 
83,33 GAZP|348|36|Min Williams A/D | 3|1|2||5 дня падения, 1 дня в 
83,33 GAZP|287|36|Min Williams A/D | 4|1|2||5 дня падения, 1 дня в 
83,33 GAZP|252|36|Min Williams A/D | 5|1|2||5 дня падения, 1 дня в 
83,33 GAZP|251|36|Min Williams A/D | 5|1|3||5 дня падения, 1 дня в 
83,33 GAZP|229|36|Min Williams A/D | 6|1|2||5 дня падения, 1 дня в 
83,33 GAZP|228|36|Min Williams A/D | 6|1|3||5 дня падения, 1 дня в 
83,33 GAZP|213|36|Min Williams A/D | 7|1|2||5 дня падения, 1 дня в 
83,33 GAZP|201|36|Min Williams A/D | 8|1|2||5 дня падения, 1 дня в 
83,33 GAZP|189|36|Min Williams A/D | 9|1|2||5 дня падения, 1 дня в 
83,33 GMKN|204|30|Max Williams A/D | 6|1|1||4 дня роста, 1 дня в 
83,33 ROSN|133|24|Min Williams A/D |12|1|1||5 дня падения, 1 дня в 
83,67 GMKN|308|49|Min Williams A/D | 3|1|3||4 дня падения, 1 дня в 
83,82 GAZP|348|68|Min Williams A/D | 3|1|2||4 дня падения, 1 дня в 
84,21 GMKN|144|19|Min Williams A/D | 9|1|2||5 дня падения, 1 дня в 
84,21 GMKN|137|19|Min Williams A/D |10|1|2||5 дня падения, 1 дня в 
84,21 GMKN|129|19|Min Williams A/D |11|1|2||5 дня падения, 1 дня в 
84,21 GMKN|126|19|Min Williams A/D |12|1|2||5 дня падения, 1 дня в 
84,21 GMKN|121|19|Min Williams A/D |13|1|2||5 дня падения, 1 дня в 
84,31 SBER|314|51|Min Williams A/D | 3|1|1||4 дня падения, 1 дня в 
84,31 SBER|261|51|Min Williams A/D | 4|1|1||4 дня падения, 1 дня в 
84,62 RTKM|119|13|Max Williams A/D | 9|1|3||6 дня роста, 1 дня в 
84,62 RTKM|98|13|Max Williams A/D |11|1|1||6 дня роста, 1 дня в 
84,62 RTKM|89|13|Max Williams A/D |12|1|1||6 дня роста, 1 дня в 
84,62 RTKM|85|13|Max Williams A/D |13|1|1||6 дня роста, 1 дня в 
84,62 SBER|260|26|Min Williams A/D | 4|1|2||5 дня падения, 1 дня в 
84,62 SBER|223|26|Min Williams A/D | 5|1|2||5 дня падения, 1 дня в 
84,85 SBER|210|33|Max Williams A/D | 6|1|1||4 дня роста, 1 дня в 
84,85 SBER|210|33|Max Williams A/D | 6|1|2||4 дня роста, 1 дня в 
85,00 NVTK|205|40|Min Williams A/D | 5|1|2||4 дня падения, 1 дня в 
85,00 ROSN|140|20|Max Williams A/D |10|1|3||5 дня роста, 1 дня в 
85,00 ROSN|116|20|Max Williams A/D |13|1|2||5 дня роста, 1 дня в 
85,29 GAZP|347|68|Min Williams A/D | 3|1|3||4 дня падения, 1 дня в 
85,71 GAZP|214|35|Max Williams A/D | 5|1|2||4 дня роста, 1 дня в 
85,71 LKOH|66|7|Min Williams A/D |22|1|1||7 дня падения, 1 дня в 
85,71 LKOH|64|7|Min Williams A/D |23|1|1||7 дня падения, 1 дня в 
85,71 NVTK|133|14|Max Williams A/D |14|1|1||6 дня роста, 1 дня в 
85,71 NVTK|133|14|Max Williams A/D |14|1|2||6 дня роста, 1 дня в 
85,71 NVTK|133|14|Max Williams A/D |14|1|3||6 дня роста, 1 дня в 
85,71 NVTK|129|14|Max Williams A/D |15|1|1||6 дня роста, 1 дня в 
85,71 NVTK|129|14|Max Williams A/D |15|1|2||6 дня роста, 1 дня в 
85,71 NVTK|129|14|Max Williams A/D |15|1|3||6 дня роста, 1 дня в 
85,71 NVTK|125|14|Max Williams A/D |16|1|1||6 дня роста, 1 дня в 
85,71 NVTK|125|14|Max Williams A/D |16|1|2||6 дня роста, 1 дня в 
85,71 NVTK|125|14|Max Williams A/D |16|1|3||6 дня роста, 1 дня в 
85,71 NVTK|120|14|Max Williams A/D |17|1|1||6 дня роста, 1 дня в 
85,71 NVTK|120|14|Max Williams A/D |17|1|2||6 дня роста, 1 дня в 
85,71 NVTK|120|14|Max Williams A/D |17|1|3||6 дня роста, 1 дня в 
85,71 NVTK|114|14|Max Williams A/D |18|1|1||6 дня роста, 1 дня в 
85,71 NVTK|114|14|Max Williams A/D |18|1|2||6 дня роста, 1 дня в 
85,71 NVTK|112|14|Max Williams A/D |19|1|1||6 дня роста, 1 дня в 
85,71 NVTK|112|14|Max Williams A/D |19|1|2||6 дня роста, 1 дня в 
85,71 NVTK|108|14|Max Williams A/D |20|1|1||6 дня роста, 1 дня в 
85,71 NVTK|108|14|Max Williams A/D |20|1|2||6 дня роста, 1 дня в 
85,71 NVTK|106|14|Max Williams A/D |21|1|1||6 дня роста, 1 дня в 
85,71 NVTK|106|14|Max Williams A/D |21|1|2||6 дня роста, 1 дня в 
85,71 NVTK|102|14|Max Williams A/D |22|1|1||6 дня роста, 1 дня в 
85,71 NVTK|102|14|Max Williams A/D |22|1|2||6 дня роста, 1 дня в 
85,71 NVTK|101|14|Max Williams A/D |23|1|1||6 дня роста, 1 дня в 
85,71 NVTK|101|14|Max Williams A/D |23|1|2||6 дня роста, 1 дня в 
85,71 NVTK|99|14|Max Williams A/D |24|1|1||6 дня роста, 1 дня в 
85,71 NVTK|99|14|Max Williams A/D |24|1|2||6 дня роста, 1 дня в 
85,71 NVTK|98|14|Max Williams A/D |25|1|1||6 дня роста, 1 дня в 
85,71 NVTK|98|14|Max Williams A/D |25|1|2||6 дня роста, 1 дня в 
85,71 RTKM|184|21|Max Williams A/D | 5|1|1||5 дня роста, 1 дня в 
85,71 RTKM|184|21|Max Williams A/D | 5|1|2||5 дня роста, 1 дня в 
85,71 RTKM|157|21|Max Williams A/D | 6|1|1||5 дня роста, 1 дня в 
85,71 RTKM|157|21|Max Williams A/D | 6|1|2||5 дня роста, 1 дня в 
85,71 RTKM|142|21|Max Williams A/D | 7|1|1||5 дня роста, 1 дня в 
85,71 RTKM|142|21|Max Williams A/D | 7|1|2||5 дня роста, 1 дня в 
85,71 RTKM|142|21|Max Williams A/D | 7|1|3||5 дня роста, 1 дня в 
85,71 RTKM|125|21|Max Williams A/D | 8|1|1||5 дня роста, 1 дня в 
85,71 RTKM|125|21|Max Williams A/D | 8|1|2||5 дня роста, 1 дня в 
85,71 RTKM|119|21|Max Williams A/D | 9|1|1||5 дня роста, 1 дня в 
85,71 RTKM|110|21|Max Williams A/D |10|1|1||5 дня роста, 1 дня в 
86,11 GAZP|347|36|Min Williams A/D | 3|1|3||5 дня падения, 1 дня в 
86,11 GAZP|286|36|Min Williams A/D | 4|1|3||5 дня падения, 1 дня в 
86,36 NVTK|203|22|Max Williams A/D | 7|1|3||5 дня роста, 1 дня в 
86,36 NVTK|186|22|Max Williams A/D | 8|1|2||5 дня роста, 1 дня в 
86,36 NVTK|168|22|Max Williams A/D | 9|1|1||5 дня роста, 1 дня в 
86,36 NVTK|159|22|Max Williams A/D |10|1|1||5 дня роста, 1 дня в 
86,49 RTKM|221|37|Max Williams A/D | 4|1|2||4 дня роста, 1 дня в 
86,67 GMKN|262|30|Max Williams A/D | 4|1|1||4 дня роста, 1 дня в 
86,67 GMKN|218|30|Max Williams A/D | 5|1|1||4 дня роста, 1 дня в 
86,96 ROSN|337|46|Min Williams A/D | 3|1|2||4 дня падения, 1 дня в 
86,96 ROSN|280|46|Min Williams A/D | 4|1|2||4 дня падения, 1 дня в 
86,96 ROSN|239|46|Min Williams A/D | 5|1|2||4 дня падения, 1 дня в 
87,50 NVTK|301|40|Min Williams A/D | 3|1|2||4 дня падения, 1 дня в 
87,50 NVTK|238|40|Min Williams A/D | 4|1|2||4 дня падения, 1 дня в 
87,50 ROSN|194|24|Min Williams A/D | 7|1|2||5 дня падения, 1 дня в 
87,50 ROSN|176|24|Min Williams A/D | 8|1|2||5 дня падения, 1 дня в 
87,50 ROSN|166|24|Min Williams A/D | 9|1|1||5 дня падения, 1 дня в 
87,50 ROSN|155|24|Min Williams A/D |10|1|1||5 дня падения, 1 дня в 
87,50 ROSN|148|24|Min Williams A/D |11|1|1||5 дня падения, 1 дня в 
87,76 GMKN|308|49|Min Williams A/D | 3|1|2||4 дня падения, 1 дня в 
87,88 SBER|322|33|Max Williams A/D | 3|1|1||4 дня роста, 1 дня в 
87,88 SBER|265|33|Max Williams A/D | 4|1|1||4 дня роста, 1 дня в 
87,88 SBER|235|33|Max Williams A/D | 5|1|1||4 дня роста, 1 дня в 
87,88 SBER|235|33|Max Williams A/D | 5|1|2||4 дня роста, 1 дня в 
88,24 NVTK|136|17|Min Williams A/D | 9|1|2||5 дня падения, 1 дня в 
88,24 NVTK|122|17|Min Williams A/D |10|1|2||5 дня падения, 1 дня в 
88,24 NVTK|116|17|Min Williams A/D |11|1|2||5 дня падения, 1 дня в 
88,24 NVTK|105|17|Min Williams A/D |12|1|2||5 дня падения, 1 дня в 
88,24 NVTK|100|17|Min Williams A/D |13|1|1||5 дня падения, 1 дня в 
88,24 NVTK|94|17|Min Williams A/D |14|1|1||5 дня падения, 1 дня в 
88,24 SBER|260|51|Min Williams A/D | 4|1|2||4 дня падения, 1 дня в 
88,46 LKOH|318|52|Max Williams A/D | 3|1|2||4 дня роста, 1 дня в 
88,46 LKOH|266|52|Max Williams A/D | 4|1|2||4 дня роста, 1 дня в 
88,46 SBER|259|26|Min Williams A/D | 4|1|3||5 дня падения, 1 дня в 
88,46 SBER|169|26|Min Williams A/D | 8|1|1||5 дня падения, 1 дня в 
88,46 SBER|160|26|Min Williams A/D | 9|1|1||5 дня падения, 1 дня в 
88,46 SBER|154|26|Min Williams A/D |10|1|1||5 дня падения, 1 дня в 
88,46 SBER|150|26|Min Williams A/D |11|1|1||5 дня падения, 1 дня в 
88,46 SBER|144|26|Min Williams A/D |12|1|1||5 дня падения, 1 дня в 
88,46 SBER|138|26|Min Williams A/D |13|1|1||5 дня падения, 1 дня в 
88,46 SBER|135|26|Min Williams A/D |14|1|1||5 дня падения, 1 дня в 
88,46 SBER|133|26|Min Williams A/D |15|1|1||5 дня падения, 1 дня в 
88,89 RTKM|89|9|Max Williams A/D |12|1|1||7 дня роста, 1 дня в 
88,89 RTKM|89|9|Max Williams A/D |12|1|2||7 дня роста, 1 дня в 
88,89 RTKM|89|9|Max Williams A/D |12|1|3||7 дня роста, 1 дня в 
88,89 RTKM|85|9|Max Williams A/D |13|1|1||7 дня роста, 1 дня в 
88,89 RTKM|85|9|Max Williams A/D |13|1|2||7 дня роста, 1 дня в 
88,89 RTKM|80|9|Max Williams A/D |14|1|1||7 дня роста, 1 дня в 
88,89 RTKM|77|9|Max Williams A/D |15|1|1||7 дня роста, 1 дня в 
88,89 RTKM|74|9|Max Williams A/D |16|1|1||7 дня роста, 1 дня в 
88,89 RTKM|71|9|Max Williams A/D |17|1|1||7 дня роста, 1 дня в 
89,19 RTKM|279|37|Max Williams A/D | 3|1|2||4 дня роста, 1 дня в 
89,19 RTKM|221|37|Max Williams A/D | 4|1|3||4 дня роста, 1 дня в 
89,47 GMKN|176|19|Min Williams A/D | 7|1|2||5 дня падения, 1 дня в 
89,47 GMKN|161|19|Min Williams A/D | 8|1|2||5 дня падения, 1 дня в 
90,00 ROSN|200|20|Max Williams A/D | 6|1|2||5 дня роста, 1 дня в 
90,00 ROSN|176|20|Max Williams A/D | 7|1|2||5 дня роста, 1 дня в 
90,00 ROSN|158|20|Max Williams A/D | 8|1|2||5 дня роста, 1 дня в 
90,00 ROSN|146|20|Max Williams A/D | 9|1|2||5 дня роста, 1 дня в 
90,00 ROSN|146|20|Max Williams A/D | 9|1|3||5 дня роста, 1 дня в 
90,00 ROSN|140|20|Max Williams A/D |10|1|2||5 дня роста, 1 дня в 
90,00 ROSN|126|20|Max Williams A/D |11|1|2||5 дня роста, 1 дня в 
90,00 ROSN|124|20|Max Williams A/D |12|1|2||5 дня роста, 1 дня в 
90,00 ROSN|102|20|Max Williams A/D |16|1|1||5 дня роста, 1 дня в 
90,20 SBER|313|51|Min Williams A/D | 3|1|2||4 дня падения, 1 дня в 
90,48 RTKM|157|21|Max Williams A/D | 6|1|3||5 дня роста, 1 дня в 
90,91 NVTK|203|22|Max Williams A/D | 7|1|2||5 дня роста, 1 дня в 
90,91 SBER|322|33|Max Williams A/D | 3|1|2||4 дня роста, 1 дня в 
90,91 SBER|265|33|Max Williams A/D | 4|1|2||4 дня роста, 1 дня в 
90,91 SBER|265|33|Max Williams A/D | 4|1|3||4 дня роста, 1 дня в 
91,30 ROSN|338|46|Min Williams A/D | 3|1|1||4 дня падения, 1 дня в 
91,30 ROSN|280|46|Min Williams A/D | 4|1|1||4 дня падения, 1 дня в 
91,30 ROSN|239|46|Min Williams A/D | 5|1|1||4 дня падения, 1 дня в 
91,43 GAZP|185|35|Max Williams A/D | 6|1|1||4 дня роста, 1 дня в 
91,67 NVTK|282|48|Max Williams A/D | 4|1|3||4 дня роста, 1 дня в 
91,67 ROSN|239|24|Min Williams A/D | 5|1|1||5 дня падения, 1 дня в 
91,67 ROSN|239|24|Min Williams A/D | 5|1|2||5 дня падения, 1 дня в 
91,67 ROSN|215|24|Min Williams A/D | 6|1|1||5 дня падения, 1 дня в 
91,67 ROSN|215|24|Min Williams A/D | 6|1|2||5 дня падения, 1 дня в 
91,67 ROSN|194|24|Min Williams A/D | 7|1|1||5 дня падения, 1 дня в 
91,67 ROSN|176|24|Min Williams A/D | 8|1|1||5 дня падения, 1 дня в 
91,89 RTKM|279|37|Max Williams A/D | 3|1|1||4 дня роста, 1 дня в 
91,89 RTKM|278|37|Max Williams A/D | 3|1|3||4 дня роста, 1 дня в 
91,89 RTKM|221|37|Max Williams A/D | 4|1|1||4 дня роста, 1 дня в 
92,31 RTKM|125|13|Max Williams A/D | 8|1|1||6 дня роста, 1 дня в 
92,31 RTKM|125|13|Max Williams A/D | 8|1|3||6 дня роста, 1 дня в 
92,31 RTKM|119|13|Max Williams A/D | 9|1|1||6 дня роста, 1 дня в 
92,31 RTKM|110|13|Max Williams A/D |10|1|1||6 дня роста, 1 дня в 
92,31 SBER|224|26|Min Williams A/D | 5|1|1||5 дня падения, 1 дня в 
92,31 SBER|204|26|Min Williams A/D | 6|1|1||5 дня падения, 1 дня в 
92,31 SBER|189|26|Min Williams A/D | 7|1|1||5 дня падения, 1 дня в 
93,33 ROSN|313|45|Max Williams A/D | 3|1|2||4 дня роста, 1 дня в 
93,33 ROSN|254|45|Max Williams A/D | 4|1|2||4 дня роста, 1 дня в 
93,33 ROSN|253|45|Max Williams A/D | 4|1|3||4 дня роста, 1 дня в 
93,94 SBER|322|33|Max Williams A/D | 3|1|3||4 дня роста, 1 дня в 
94,12 NVTK|148|17|Min Williams A/D | 8|1|1||5 дня падения, 1 дня в 
94,12 NVTK|148|17|Min Williams A/D | 8|1|2||5 дня падения, 1 дня в 
94,12 NVTK|136|17|Min Williams A/D | 9|1|1||5 дня падения, 1 дня в 
94,12 NVTK|122|17|Min Williams A/D |10|1|1||5 дня падения, 1 дня в 
94,12 NVTK|116|17|Min Williams A/D |11|1|1||5 дня падения, 1 дня в 
94,12 NVTK|105|17|Min Williams A/D |12|1|1||5 дня падения, 1 дня в 
94,29 GAZP|302|35|Max Williams A/D | 3|1|1||4 дня роста, 1 дня в 
94,29 GAZP|302|35|Max Williams A/D | 3|1|2||4 дня роста, 1 дня в 
94,29 GAZP|248|35|Max Williams A/D | 4|1|1||4 дня роста, 1 дня в 
94,29 GAZP|248|35|Max Williams A/D | 4|1|2||4 дня роста, 1 дня в 
94,29 GAZP|214|35|Max Williams A/D | 5|1|1||4 дня роста, 1 дня в 
94,74 GMKN|190|19|Min Williams A/D | 6|1|2||5 дня падения, 1 дня в 
95,00 NVTK|302|40|Min Williams A/D | 3|1|1||4 дня падения, 1 дня в 
95,00 NVTK|238|40|Min Williams A/D | 4|1|1||4 дня падения, 1 дня в 
95,00 NVTK|205|40|Min Williams A/D | 5|1|1||4 дня падения, 1 дня в 
95,00 ROSN|200|20|Max Williams A/D | 6|1|1||5 дня роста, 1 дня в 
95,00 ROSN|199|20|Max Williams A/D | 6|1|3||5 дня роста, 1 дня в 
95,00 ROSN|176|20|Max Williams A/D | 7|1|1||5 дня роста, 1 дня в 
95,00 ROSN|175|20|Max Williams A/D | 7|1|3||5 дня роста, 1 дня в 
95,00 ROSN|158|20|Max Williams A/D | 8|1|1||5 дня роста, 1 дня в 
95,00 ROSN|158|20|Max Williams A/D | 8|1|3||5 дня роста, 1 дня в 
95,00 ROSN|146|20|Max Williams A/D | 9|1|1||5 дня роста, 1 дня в 
95,00 ROSN|140|20|Max Williams A/D |10|1|1||5 дня роста, 1 дня в 
95,00 ROSN|126|20|Max Williams A/D |11|1|1||5 дня роста, 1 дня в 
95,00 ROSN|124|20|Max Williams A/D |12|1|1||5 дня роста, 1 дня в 
95,00 ROSN|116|20|Max Williams A/D |13|1|1||5 дня роста, 1 дня в 
95,00 ROSN|111|20|Max Williams A/D |14|1|1||5 дня роста, 1 дня в 
95,00 ROSN|106|20|Max Williams A/D |15|1|1||5 дня роста, 1 дня в 
95,24 RTKM|184|21|Max Williams A/D | 5|1|3||5 дня роста, 1 дня в 
95,45 NVTK|186|22|Max Williams A/D | 8|1|1||5 дня роста, 1 дня в 
95,56 ROSN|313|45|Max Williams A/D | 3|1|1||4 дня роста, 1 дня в 
95,56 ROSN|254|45|Max Williams A/D | 4|1|1||4 дня роста, 1 дня в 
95,83 NVTK|341|48|Max Williams A/D | 3|1|1||4 дня роста, 1 дня в 
95,83 NVTK|283|48|Max Williams A/D | 4|1|1||4 дня роста, 1 дня в 
95,83 NVTK|246|48|Max Williams A/D | 5|1|1||4 дня роста, 1 дня в 
95,83 NVTK|246|48|Max Williams A/D | 5|1|2||4 дня роста, 1 дня в 
97,78 ROSN|312|45|Max Williams A/D | 3|1|3||4 дня роста, 1 дня в 
97,92 NVTK|341|48|Max Williams A/D | 3|1|2||4 дня роста, 1 дня в 
97,92 NVTK|340|48|Max Williams A/D | 3|1|3||4 дня роста, 1 дня в 
97,92 NVTK|283|48|Max Williams A/D | 4|1|2||4 дня роста, 1 дня в 
100,00 NVTK|203|22|Max Williams A/D | 7|1|1||5 дня роста, 1 дня в
