 2,70 RTKM|214|37|Min Williams A/D | 8|1|3||4 дня роста, 1 дня в 
 2,78 GAZP|302|36|Max Williams A/D | 3|1|1||5 дня падения, 1 дня в 
 2,78 GAZP|302|36|Max Williams A/D | 3|1|2||5 дня падения, 1 дня в 
 2,86 GAZP|212|35|Min Williams A/D | 7|1|3||4 дня роста, 1 дня в 
 2,86 GAZP|200|35|Min Williams A/D | 8|1|3||4 дня роста, 1 дня в 
 2,86 GAZP|188|35|Min Williams A/D | 9|1|3||4 дня роста, 1 дня в 
 2,86 GAZP|177|35|Min Williams A/D |10|1|3||4 дня роста, 1 дня в 
 3,45 LKOH|318|58|Max Williams A/D | 3|1|3||4 дня падения, 1 дня в 
 3,57 LKOH|237|28|Max Williams A/D | 5|1|2||5 дня падения, 1 дня в 
 3,57 LKOH|217|28|Max Williams A/D | 6|1|2||5 дня падения, 1 дня в 
 3,57 LKOH|200|28|Max Williams A/D | 7|1|2||5 дня падения, 1 дня в 
 3,57 LKOH|191|28|Max Williams A/D | 8|1|2||5 дня падения, 1 дня в 
 3,57 LKOH|176|28|Max Williams A/D | 9|1|2||5 дня падения, 1 дня в 
 3,57 LKOH|166|28|Max Williams A/D |10|1|2||5 дня падения, 1 дня в 
 3,57 LKOH|159|28|Max Williams A/D |11|1|2||5 дня падения, 1 дня в 
 3,57 LKOH|153|28|Max Williams A/D |12|1|2||5 дня падения, 1 дня в 
 3,57 LKOH|144|28|Max Williams A/D |13|1|2||5 дня падения, 1 дня в 
 3,85 LKOH|304|52|Min Williams A/D | 3|1|1||4 дня роста, 1 дня в 
 3,85 LKOH|303|52|Min Williams A/D | 3|1|2||4 дня роста, 1 дня в 
 3,85 LKOH|302|52|Min Williams A/D | 3|1|3||4 дня роста, 1 дня в 
 3,92 SBER|322|51|Max Williams A/D | 3|1|3||4 дня падения, 1 дня в 
 3,92 SBER|265|51|Max Williams A/D | 4|1|3||4 дня падения, 1 дня в 
 4,35 LKOH|214|23|Min Williams A/D | 5|1|2||5 дня роста, 1 дня в 
 4,35 LKOH|213|23|Min Williams A/D | 5|1|3||5 дня роста, 1 дня в 
 4,35 LKOH|188|23|Min Williams A/D | 6|1|2||5 дня роста, 1 дня в 
 4,35 LKOH|187|23|Min Williams A/D | 6|1|3||5 дня роста, 1 дня в 
 4,35 ROSN|312|46|Max Williams A/D | 3|1|3||4 дня падения, 1 дня в 
 5,00 NVTK|340|40|Max Williams A/D | 3|1|3||4 дня падения, 1 дня в 
 5,00 NVTK|282|40|Max Williams A/D | 4|1|3||4 дня падения, 1 дня в 
 5,17 LKOH|318|58|Max Williams A/D | 3|1|1||4 дня падения, 1 дня в 
 5,71 GAZP|347|35|Min Williams A/D | 3|1|3||4 дня роста, 1 дня в 
 5,71 GAZP|286|35|Min Williams A/D | 4|1|3||4 дня роста, 1 дня в 
 5,71 GAZP|251|35|Min Williams A/D | 5|1|3||4 дня роста, 1 дня в 
 5,71 GAZP|228|35|Min Williams A/D | 6|1|3||4 дня роста, 1 дня в 
 6,06 SBER|314|33|Min Williams A/D | 3|1|1||4 дня роста, 1 дня в 
 6,90 LKOH|318|58|Max Williams A/D | 3|1|2||4 дня падения, 1 дня в 
 7,14 LKOH|266|28|Max Williams A/D | 4|1|2||5 дня падения, 1 дня в 
 9,09 ROSN|74|11|Min Williams A/D |24|1|3||6 дня падения, 1 дня в 
 9,09 ROSN|68|11|Min Williams A/D |25|1|3||6 дня падения, 1 дня в 
12,50 ROSN|80|8|Max Williams A/D |21|1|3||6 дня роста, 1 дня в 
12,50 ROSN|73|8|Max Williams A/D |22|1|3||6 дня роста, 1 дня в 
12,50 ROSN|72|8|Max Williams A/D |23|1|3||6 дня роста, 1 дня в 
12,50 ROSN|71|8|Max Williams A/D |24|1|3||6 дня роста, 1 дня в 
12,50 ROSN|70|8|Max Williams A/D |25|1|3||6 дня роста, 1 дня в 
18,18 ROSN|80|11|Min Williams A/D |23|1|3||6 дня падения, 1 дня в 
25,00 ROSN|71|8|Max Williams A/D |24|1|2||6 дня роста, 1 дня в 
25,00 ROSN|70|8|Max Williams A/D |25|1|2||6 дня роста, 1 дня в 
27,27 LKOH|99|11|Max Williams A/D |25|1|3||6 дня роста, 1 дня в 
27,27 ROSN|88|11|Min Williams A/D |21|1|3||6 дня падения, 1 дня в 
27,27 ROSN|83|11|Min Williams A/D |22|1|3||6 дня падения, 1 дня в 
27,27 ROSN|74|11|Min Williams A/D |24|1|2||6 дня падения, 1 дня в 
27,27 ROSN|68|11|Min Williams A/D |25|1|2||6 дня падения, 1 дня в 
27,45 RTKM|51|262|Max Williams A/D |22|1|3||2 дня падения, 1 дня в 
28,57 LKOH|62|7|Min Williams A/D |23|1|3||7 дня падения, 1 дня в 
28,57 LKOH|60|7|Min Williams A/D |24|1|3||7 дня падения, 1 дня в 
28,57 LKOH|57|7|Min Williams A/D |25|1|3||7 дня падения, 1 дня в 
28,85 RTKM|52|262|Max Williams A/D |21|1|3||2 дня падения, 1 дня в 
29,27 RTKM|41|262|Max Williams A/D |25|1|3||2 дня падения, 1 дня в 
30,00 GAZP|68|10|Max Williams A/D |24|1|3||5 дня роста, 1 дня в 
30,00 GAZP|66|10|Max Williams A/D |25|1|3||5 дня роста, 1 дня в 
30,00 SBER|87|10|Max Williams A/D |22|1|3||5 дня роста, 1 дня в 
30,00 SBER|87|10|Max Williams A/D |23|1|3||5 дня роста, 1 дня в 
30,00 SBER|84|10|Max Williams A/D |24|1|3||5 дня роста, 1 дня в 
30,00 SBER|83|10|Max Williams A/D |25|1|3||5 дня роста, 1 дня в 
30,43 RTKM|46|262|Max Williams A/D |23|1|3||2 дня падения, 1 дня в 
30,77 RTKM|125|13|Min Williams A/D |24|1|3||7 дня падения, 1 дня в 
30,77 RTKM|121|13|Min Williams A/D |25|1|3||7 дня падения, 1 дня в 
31,11 RTKM|45|262|Max Williams A/D |24|1|3||2 дня падения, 1 дня в 
33,33 GMKN|99|12|Max Williams A/D |21|1|3||5 дня роста, 1 дня в 
33,33 GMKN|96|12|Max Williams A/D |22|1|3||5 дня роста, 1 дня в 
33,33 GMKN|96|12|Max Williams A/D |23|1|3||5 дня роста, 1 дня в 
33,33 GMKN|94|12|Max Williams A/D |24|1|3||5 дня роста, 1 дня в 
33,33 GMKN|93|12|Max Williams A/D |25|1|3||5 дня роста, 1 дня в 
33,33 LKOH|62|12|Min Williams A/D |23|1|3||6 дня падения, 1 дня в 
33,33 LKOH|61|12|Min Williams A/D |24|1|2||6 дня падения, 1 дня в 
35,00 RTKM|125|20|Min Williams A/D |24|1|3||6 дня падения, 1 дня в 
35,00 RTKM|121|20|Min Williams A/D |25|1|3||6 дня падения, 1 дня в 
35,71 GAZP|112|14|Min Williams A/D |23|1|3||6 дня падения, 1 дня в 
35,71 GAZP|106|14|Min Williams A/D |24|1|3||6 дня падения, 1 дня в 
35,71 GAZP|104|14|Min Williams A/D |25|1|1||6 дня падения, 1 дня в 
35,71 GAZP|102|14|Min Williams A/D |25|1|3||6 дня падения, 1 дня в 
36,36 LKOH|100|11|Max Williams A/D |24|1|3||6 дня роста, 1 дня в 
36,36 ROSN|95|11|Min Williams A/D |19|1|3||6 дня падения, 1 дня в 
36,36 ROSN|91|11|Min Williams A/D |20|1|3||6 дня падения, 1 дня в 
36,36 ROSN|83|11|Min Williams A/D |22|1|2||6 дня падения, 1 дня в 
36,36 ROSN|80|11|Min Williams A/D |23|1|1||6 дня падения, 1 дня в 
36,36 ROSN|80|11|Min Williams A/D |23|1|2||6 дня падения, 1 дня в 
36,36 ROSN|74|11|Min Williams A/D |24|1|1||6 дня падения, 1 дня в 
36,36 ROSN|68|11|Min Williams A/D |25|1|1||6 дня падения, 1 дня в 
37,50 ROSN|80|8|Max Williams A/D |21|1|2||6 дня роста, 1 дня в 
37,50 ROSN|73|8|Max Williams A/D |22|1|2||6 дня роста, 1 дня в 
37,50 ROSN|72|8|Max Williams A/D |23|1|2||6 дня роста, 1 дня в 
37,50 ROSN|71|8|Max Williams A/D |24|1|1||6 дня роста, 1 дня в 
37,50 ROSN|70|8|Max Williams A/D |25|1|1||6 дня роста, 1 дня в 
37,50 ROSN|133|24|Min Williams A/D |12|1|3||5 дня падения, 1 дня в 
37,50 ROSN|126|24|Min Williams A/D |13|1|3||5 дня падения, 1 дня в 
37,50 ROSN|122|24|Min Williams A/D |14|1|3||5 дня падения, 1 дня в 
38,46 RTKM|74|13|Max Williams A/D |16|1|3||6 дня роста, 1 дня в 
38,46 RTKM|71|13|Max Williams A/D |17|1|3||6 дня роста, 1 дня в 
38,46 RTKM|66|13|Max Williams A/D |18|1|3||6 дня роста, 1 дня в 
38,46 RTKM|128|13|Min Williams A/D |23|1|3||7 дня падения, 1 дня в 
40,00 GAZP|92|10|Max Williams A/D |17|1|3||5 дня роста, 1 дня в 
40,00 GAZP|89|10|Max Williams A/D |18|1|3||5 дня роста, 1 дня в 
40,00 GAZP|87|10|Max Williams A/D |19|1|3||5 дня роста, 1 дня в 
40,00 GAZP|82|10|Max Williams A/D |20|1|3||5 дня роста, 1 дня в 
40,00 GAZP|80|10|Max Williams A/D |21|1|3||5 дня роста, 1 дня в 
40,00 GAZP|75|10|Max Williams A/D |22|1|3||5 дня роста, 1 дня в 
40,00 GAZP|71|10|Max Williams A/D |23|1|3||5 дня роста, 1 дня в 
40,00 ROSN|102|20|Max Williams A/D |16|1|3||5 дня роста, 1 дня в 
40,00 RTKM|139|20|Min Williams A/D |20|1|3||6 дня падения, 1 дня в 
40,00 RTKM|136|20|Min Williams A/D |21|1|3||6 дня падения, 1 дня в 
40,00 RTKM|132|20|Min Williams A/D |22|1|3||6 дня падения, 1 дня в 
40,00 RTKM|128|20|Min Williams A/D |23|1|3||6 дня падения, 1 дня в 
40,00 SBER|89|10|Max Williams A/D |21|1|3||5 дня роста, 1 дня в 
40,00 SBER|97|10|Min Williams A/D |24|1|3||6 дня падения, 1 дня в 
40,00 SBER|97|10|Min Williams A/D |25|1|3||6 дня падения, 1 дня в 
41,18 NVTK|92|17|Min Williams A/D |15|1|3||5 дня падения, 1 дня в 
41,18 NVTK|87|17|Min Williams A/D |16|1|3||5 дня падения, 1 дня в 
41,18 NVTK|86|17|Min Williams A/D |17|1|3||5 дня падения, 1 дня в 
41,67 GMKN|118|12|Max Williams A/D |14|1|3||5 дня роста, 1 дня в 
41,67 GMKN|115|12|Max Williams A/D |15|1|3||5 дня роста, 1 дня в 
41,67 GMKN|113|12|Max Williams A/D |16|1|3||5 дня роста, 1 дня в 
41,67 GMKN|108|12|Max Williams A/D |17|1|3||5 дня роста, 1 дня в 
41,67 GMKN|106|12|Max Williams A/D |18|1|3||5 дня роста, 1 дня в 
41,67 GMKN|103|12|Max Williams A/D |19|1|3||5 дня роста, 1 дня в 
41,67 GMKN|102|12|Max Williams A/D |20|1|3||5 дня роста, 1 дня в 
41,67 LKOH|69|12|Min Williams A/D |21|1|3||6 дня падения, 1 дня в 
41,67 LKOH|64|12|Min Williams A/D |22|1|3||6 дня падения, 1 дня в 
41,67 LKOH|63|12|Min Williams A/D |23|1|2||6 дня падения, 1 дня в 
42,86 GAZP|115|14|Min Williams A/D |22|1|3||6 дня падения, 1 дня в 
42,86 GAZP|107|14|Min Williams A/D |24|1|2||6 дня падения, 1 дня в 
42,86 GAZP|103|14|Min Williams A/D |25|1|2||6 дня падения, 1 дня в 
42,86 LKOH|69|7|Min Williams A/D |21|1|3||7 дня падения, 1 дня в 
42,86 LKOH|64|7|Min Williams A/D |22|1|3||7 дня падения, 1 дня в 
42,86 LKOH|61|7|Min Williams A/D |24|1|2||7 дня падения, 1 дня в 
42,86 LKOH|58|7|Min Williams A/D |25|1|2||7 дня падения, 1 дня в 
43,33 GMKN|156|30|Max Williams A/D | 8|1|3||4 дня роста, 1 дня в 
43,48 LKOH|121|23|Max Williams A/D |18|1|3||5 дня роста, 1 дня в 
43,48 LKOH|117|23|Max Williams A/D |19|1|3||5 дня роста, 1 дня в 
44,44 NVTK|61|9|Min Williams A/D |25|1|3||6 дня падения, 1 дня в 
45,00 RTKM|144|20|Min Williams A/D |19|1|3||6 дня падения, 1 дня в 
45,00 RTKM|125|20|Min Williams A/D |24|1|2||6 дня падения, 1 дня в 
45,00 RTKM|121|20|Min Williams A/D |25|1|2||6 дня падения, 1 дня в 
45,45 LKOH|104|11|Max Williams A/D |23|1|3||6 дня роста, 1 дня в 
45,45 ROSN|106|11|Min Williams A/D |17|1|3||6 дня падения, 1 дня в 
45,45 ROSN|102|11|Min Williams A/D |18|1|3||6 дня падения, 1 дня в 
45,45 ROSN|88|11|Min Williams A/D |21|1|2||6 дня падения, 1 дня в 
45,45 ROSN|83|11|Min Williams A/D |22|1|1||6 дня падения, 1 дня в 
45,83 ROSN|166|24|Min Williams A/D | 9|1|3||5 дня падения, 1 дня в 
45,83 ROSN|155|24|Min Williams A/D |10|1|3||5 дня падения, 1 дня в 
45,83 ROSN|148|24|Min Williams A/D |11|1|3||5 дня падения, 1 дня в 
46,15 RTKM|80|13|Max Williams A/D |14|1|3||6 дня роста, 1 дня в 
46,15 RTKM|77|13|Max Williams A/D |15|1|3||6 дня роста, 1 дня в 
46,15 RTKM|66|13|Max Williams A/D |18|1|2||6 дня роста, 1 дня в 
46,15 RTKM|128|13|Min Williams A/D |23|1|2||7 дня падения, 1 дня в 
46,15 RTKM|125|13|Min Williams A/D |24|1|2||7 дня падения, 1 дня в 
46,15 RTKM|121|13|Min Williams A/D |25|1|2||7 дня падения, 1 дня в 
46,43 LKOH|141|28|Min Williams A/D | 9|1|3||5 дня падения, 1 дня в 
46,67 GMKN|178|30|Max Williams A/D | 7|1|3||4 дня роста, 1 дня в 
47,06 NVTK|100|17|Min Williams A/D |13|1|3||5 дня падения, 1 дня в 
47,06 NVTK|94|17|Min Williams A/D |14|1|3||5 дня падения, 1 дня в 
47,37 GMKN|117|19|Min Williams A/D |15|1|3||5 дня падения, 1 дня в 
47,37 GMKN|117|19|Min Williams A/D |16|1|3||5 дня падения, 1 дня в 
47,37 GMKN|114|19|Min Williams A/D |17|1|3||5 дня падения, 1 дня в 
47,37 GMKN|111|19|Min Williams A/D |18|1|3||5 дня падения, 1 дня в 
47,37 GMKN|110|19|Min Williams A/D |19|1|3||5 дня падения, 1 дня в 
47,37 GMKN|104|19|Min Williams A/D |20|1|3||5 дня падения, 1 дня в 
47,37 GMKN|103|19|Min Williams A/D |21|1|3||5 дня падения, 1 дня в 
47,37 GMKN|101|19|Min Williams A/D |22|1|3||5 дня падения, 1 дня в 
47,37 GMKN|97|19|Min Williams A/D |23|1|3||5 дня падения, 1 дня в 
48,57 GAZP|185|35|Max Williams A/D | 6|1|3||4 дня роста, 1 дня в 
50,00 GAZP|97|10|Max Williams A/D |16|1|3||5 дня роста, 1 дня в 
50,00 GAZP|68|10|Max Williams A/D |24|1|2||5 дня роста, 1 дня в 
50,00 GAZP|66|10|Max Williams A/D |25|1|2||5 дня роста, 1 дня в 
50,00 GAZP|119|14|Min Williams A/D |20|1|3||6 дня падения, 1 дня в 
50,00 GAZP|119|14|Min Williams A/D |21|1|3||6 дня падения, 1 дня в 
50,00 GAZP|108|14|Min Williams A/D |24|1|1||6 дня падения, 1 дня в 
50,00 GMKN|204|30|Max Williams A/D | 6|1|3||4 дня роста, 1 дня в 
50,00 GMKN|99|12|Max Williams A/D |21|1|2||5 дня роста, 1 дня в 
50,00 GMKN|96|12|Max Williams A/D |22|1|2||5 дня роста, 1 дня в 
50,00 GMKN|96|12|Max Williams A/D |23|1|2||5 дня роста, 1 дня в 
50,00 GMKN|94|12|Max Williams A/D |24|1|2||5 дня роста, 1 дня в 
50,00 GMKN|93|12|Max Williams A/D |25|1|2||5 дня роста, 1 дня в 
50,00 LKOH|142|28|Min Williams A/D | 9|1|2||5 дня падения, 1 дня в 
50,00 LKOH|115|12|Min Williams A/D |12|1|2||6 дня падения, 1 дня в 
50,00 LKOH|114|12|Min Williams A/D |12|1|3||6 дня падения, 1 дня в 
50,00 LKOH|110|12|Min Williams A/D |13|1|2||6 дня падения, 1 дня в 
50,00 LKOH|109|12|Min Williams A/D |13|1|3||6 дня падения, 1 дня в 
50,00 LKOH|105|12|Min Williams A/D |14|1|2||6 дня падения, 1 дня в 
50,00 LKOH|104|12|Min Williams A/D |14|1|3||6 дня падения, 1 дня в 
50,00 LKOH|99|12|Min Williams A/D |15|1|2||6 дня падения, 1 дня в 
50,00 LKOH|98|12|Min Williams A/D |15|1|3||6 дня падения, 1 дня в 
50,00 LKOH|93|12|Min Williams A/D |16|1|2||6 дня падения, 1 дня в 
50,00 LKOH|92|12|Min Williams A/D |16|1|3||6 дня падения, 1 дня в 
50,00 LKOH|89|12|Min Williams A/D |17|1|2||6 дня падения, 1 дня в 
50,00 LKOH|88|12|Min Williams A/D |17|1|3||6 дня падения, 1 дня в 
50,00 LKOH|85|12|Min Williams A/D |18|1|2||6 дня падения, 1 дня в 
50,00 LKOH|84|12|Min Williams A/D |18|1|3||6 дня падения, 1 дня в 
50,00 LKOH|78|12|Min Williams A/D |19|1|2||6 дня падения, 1 дня в 
50,00 LKOH|77|12|Min Williams A/D |19|1|3||6 дня падения, 1 дня в 
50,00 LKOH|74|12|Min Williams A/D |20|1|2||6 дня падения, 1 дня в 
50,00 LKOH|73|12|Min Williams A/D |20|1|3||6 дня падения, 1 дня в 
50,00 LKOH|70|12|Min Williams A/D |21|1|2||6 дня падения, 1 дня в 
50,00 LKOH|65|12|Min Williams A/D |22|1|2||6 дня падения, 1 дня в 
50,00 ROSN|73|8|Max Williams A/D |22|1|1||6 дня роста, 1 дня в 
50,00 ROSN|72|8|Max Williams A/D |23|1|1||6 дня роста, 1 дня в 
50,00 RTKM|149|20|Min Williams A/D |18|1|3||6 дня падения, 1 дня в 
50,00 RTKM|139|20|Min Williams A/D |20|1|2||6 дня падения, 1 дня в 
50,00 RTKM|137|20|Min Williams A/D |21|1|1||6 дня падения, 1 дня в 
50,00 RTKM|136|20|Min Williams A/D |21|1|2||6 дня падения, 1 дня в 
50,00 RTKM|133|20|Min Williams A/D |22|1|1||6 дня падения, 1 дня в 
50,00 RTKM|132|20|Min Williams A/D |22|1|2||6 дня падения, 1 дня в 
50,00 RTKM|129|20|Min Williams A/D |23|1|1||6 дня падения, 1 дня в 
50,00 RTKM|128|20|Min Williams A/D |23|1|2||6 дня падения, 1 дня в 
50,00 RTKM|126|20|Min Williams A/D |24|1|1||6 дня падения, 1 дня в 
50,00 RTKM|122|20|Min Williams A/D |25|1|1||6 дня падения, 1 дня в 
50,00 SBER|93|10|Max Williams A/D |20|1|3||5 дня роста, 1 дня в 
50,00 SBER|84|10|Max Williams A/D |24|1|2||5 дня роста, 1 дня в 
50,00 SBER|83|10|Max Williams A/D |25|1|2||5 дня роста, 1 дня в 
50,00 SBER|98|10|Min Williams A/D |24|1|2||6 дня падения, 1 дня в 
50,00 SBER|98|10|Min Williams A/D |25|1|2||6 дня падения, 1 дня в 
52,17 LKOH|126|23|Max Williams A/D |17|1|3||5 дня роста, 1 дня в 
52,63 GMKN|118|19|Min Williams A/D |14|1|3||5 дня падения, 1 дня в 
53,57 LKOH|166|28|Min Williams A/D | 7|1|2||5 дня падения, 1 дня в 
53,57 LKOH|152|28|Min Williams A/D | 8|1|2||5 дня падения, 1 дня в 
53,85 RTKM|85|13|Max Williams A/D |13|1|3||6 дня роста, 1 дня в 
53,85 RTKM|74|13|Max Williams A/D |16|1|2||6 дня роста, 1 дня в 
53,85 RTKM|71|13|Max Williams A/D |17|1|2||6 дня роста, 1 дня в 
53,85 RTKM|129|13|Min Williams A/D |23|1|1||7 дня падения, 1 дня в 
53,85 RTKM|126|13|Min Williams A/D |24|1|1||7 дня падения, 1 дня в 
53,85 RTKM|122|13|Min Williams A/D |25|1|1||7 дня падения, 1 дня в 
54,17 ROSN|176|24|Min Williams A/D | 8|1|3||5 дня падения, 1 дня в 
54,55 LKOH|108|11|Max Williams A/D |22|1|3||6 дня роста, 1 дня в 
54,55 LKOH|99|11|Max Williams A/D |25|1|2||6 дня роста, 1 дня в 
54,55 ROSN|95|11|Min Williams A/D |19|1|2||6 дня падения, 1 дня в 
54,55 ROSN|91|11|Min Williams A/D |20|1|2||6 дня падения, 1 дня в 
54,55 ROSN|88|11|Min Williams A/D |21|1|1||6 дня падения, 1 дня в 
55,00 ROSN|111|20|Max Williams A/D |14|1|3||5 дня роста, 1 дня в 
55,00 ROSN|106|20|Max Williams A/D |15|1|3||5 дня роста, 1 дня в 
55,00 RTKM|159|20|Min Williams A/D |15|1|3||6 дня падения, 1 дня в 
55,00 RTKM|157|20|Min Williams A/D |16|1|3||6 дня падения, 1 дня в 
55,00 RTKM|151|20|Min Williams A/D |17|1|3||6 дня падения, 1 дня в 
55,00 RTKM|144|20|Min Williams A/D |19|1|2||6 дня падения, 1 дня в 
55,00 RTKM|140|20|Min Williams A/D |20|1|1||6 дня падения, 1 дня в 
55,56 NVTK|87|9|Min Williams A/D |16|1|3||6 дня падения, 1 дня в 
55,56 NVTK|86|9|Min Williams A/D |17|1|3||6 дня падения, 1 дня в 
55,56 NVTK|81|9|Min Williams A/D |18|1|3||6 дня падения, 1 дня в 
55,56 NVTK|77|9|Min Williams A/D |19|1|3||6 дня падения, 1 дня в 
55,56 NVTK|74|9|Min Williams A/D |20|1|3||6 дня падения, 1 дня в 
55,56 NVTK|72|9|Min Williams A/D |21|1|3||6 дня падения, 1 дня в 
55,56 NVTK|69|9|Min Williams A/D |22|1|3||6 дня падения, 1 дня в 
55,56 NVTK|66|9|Min Williams A/D |23|1|3||6 дня падения, 1 дня в 
55,56 NVTK|63|9|Min Williams A/D |24|1|3||6 дня падения, 1 дня в 
55,56 RTKM|74|9|Max Williams A/D |16|1|3||7 дня роста, 1 дня в 
55,56 RTKM|71|9|Max Williams A/D |17|1|3||7 дня роста, 1 дня в 
55,56 RTKM|66|9|Max Williams A/D |18|1|2||7 дня роста, 1 дня в 
55,56 RTKM|66|9|Max Williams A/D |18|1|3||7 дня роста, 1 дня в 
55,56 RTKM|59|9|Max Williams A/D |19|1|2||7 дня роста, 1 дня в 
55,56 RTKM|59|9|Max Williams A/D |19|1|3||7 дня роста, 1 дня в 
55,56 RTKM|55|9|Max Williams A/D |20|1|2||7 дня роста, 1 дня в 
55,56 RTKM|55|9|Max Williams A/D |20|1|3||7 дня роста, 1 дня в 
55,56 RTKM|52|9|Max Williams A/D |21|1|2||7 дня роста, 1 дня в 
55,56 RTKM|52|9|Max Williams A/D |21|1|3||7 дня роста, 1 дня в 
55,56 RTKM|51|9|Max Williams A/D |22|1|2||7 дня роста, 1 дня в 
55,56 RTKM|51|9|Max Williams A/D |22|1|3||7 дня роста, 1 дня в 
55,56 RTKM|46|9|Max Williams A/D |23|1|2||7 дня роста, 1 дня в 
55,56 RTKM|46|9|Max Williams A/D |23|1|3||7 дня роста, 1 дня в 
56,52 LKOH|128|23|Max Williams A/D |16|1|3||5 дня роста, 1 дня в 
56,52 LKOH|117|23|Max Williams A/D |19|1|2||5 дня роста, 1 дня в 
57,14 GAZP|139|14|Min Williams A/D |15|1|3||6 дня падения, 1 дня в 
57,14 GAZP|133|14|Min Williams A/D |16|1|3||6 дня падения, 1 дня в 
57,14 GAZP|128|14|Min Williams A/D |17|1|3||6 дня падения, 1 дня в 
57,14 GAZP|125|14|Min Williams A/D |18|1|3||6 дня падения, 1 дня в 
57,14 GAZP|122|14|Min Williams A/D |19|1|3||6 дня падения, 1 дня в 
57,14 GAZP|114|14|Min Williams A/D |23|1|1||6 дня падения, 1 дня в 
57,14 GAZP|113|14|Min Williams A/D |23|1|2||6 дня падения, 1 дня в 
57,14 LKOH|188|28|Min Williams A/D | 6|1|2||5 дня падения, 1 дня в 
57,14 LKOH|165|28|Min Williams A/D | 7|1|3||5 дня падения, 1 дня в 
57,14 LKOH|151|28|Min Williams A/D | 8|1|3||5 дня падения, 1 дня в 
57,14 LKOH|63|7|Min Williams A/D |23|1|2||7 дня падения, 1 дня в 
57,14 LKOH|59|7|Min Williams A/D |25|1|1||7 дня падения, 1 дня в 
57,58 SBER|170|33|Max Williams A/D | 8|1|3||4 дня роста, 1 дня в 
57,89 GMKN|126|19|Min Williams A/D |12|1|3||5 дня падения, 1 дня в 
57,89 GMKN|121|19|Min Williams A/D |13|1|3||5 дня падения, 1 дня в 
58,33 GMKN|118|12|Max Williams A/D |14|1|2||5 дня роста, 1 дня в 
58,33 GMKN|115|12|Max Williams A/D |15|1|2||5 дня роста, 1 дня в 
58,33 GMKN|113|12|Max Williams A/D |16|1|2||5 дня роста, 1 дня в 
58,33 GMKN|108|12|Max Williams A/D |17|1|2||5 дня роста, 1 дня в 
58,33 GMKN|106|12|Max Williams A/D |18|1|2||5 дня роста, 1 дня в 
58,33 GMKN|103|12|Max Williams A/D |19|1|2||5 дня роста, 1 дня в 
58,33 GMKN|102|12|Max Williams A/D |20|1|2||5 дня роста, 1 дня в 
58,33 GMKN|99|12|Max Williams A/D |21|1|1||5 дня роста, 1 дня в 
58,33 GMKN|96|12|Max Williams A/D |22|1|1||5 дня роста, 1 дня в 
58,33 GMKN|96|12|Max Williams A/D |23|1|1||5 дня роста, 1 дня в 
58,33 GMKN|94|12|Max Williams A/D |24|1|1||5 дня роста, 1 дня в 
58,33 GMKN|93|12|Max Williams A/D |25|1|1||5 дня роста, 1 дня в 
58,33 LKOH|62|12|Min Williams A/D |24|1|1||6 дня падения, 1 дня в 
58,82 NVTK|105|17|Min Williams A/D |12|1|3||5 дня падения, 1 дня в 
60,00 GAZP|214|35|Max Williams A/D | 5|1|3||4 дня роста, 1 дня в 
60,00 GAZP|82|10|Max Williams A/D |20|1|2||5 дня роста, 1 дня в 
60,00 GAZP|80|10|Max Williams A/D |21|1|2||5 дня роста, 1 дня в 
60,00 GAZP|75|10|Max Williams A/D |22|1|1||5 дня роста, 1 дня в 
60,00 GAZP|75|10|Max Williams A/D |22|1|2||5 дня роста, 1 дня в 
60,00 GAZP|71|10|Max Williams A/D |23|1|1||5 дня роста, 1 дня в 
60,00 GAZP|71|10|Max Williams A/D |23|1|2||5 дня роста, 1 дня в 
60,00 GAZP|68|10|Max Williams A/D |24|1|1||5 дня роста, 1 дня в 
60,00 GAZP|66|10|Max Williams A/D |25|1|1||5 дня роста, 1 дня в 
60,00 GMKN|218|30|Max Williams A/D | 5|1|3||4 дня роста, 1 дня в 
60,00 GMKN|156|30|Max Williams A/D | 8|1|2||4 дня роста, 1 дня в 
60,00 ROSN|116|20|Max Williams A/D |13|1|3||5 дня роста, 1 дня в 
60,00 RTKM|166|20|Min Williams A/D |14|1|3||6 дня падения, 1 дня в 
60,00 RTKM|149|20|Min Williams A/D |18|1|2||6 дня падения, 1 дня в 
60,00 RTKM|145|20|Min Williams A/D |19|1|1||6 дня падения, 1 дня в 
60,00 SBER|99|10|Max Williams A/D |18|1|3||5 дня роста, 1 дня в 
60,00 SBER|97|10|Max Williams A/D |19|1|3||5 дня роста, 1 дня в 
60,00 SBER|89|10|Max Williams A/D |21|1|1||5 дня роста, 1 дня в 
60,00 SBER|89|10|Max Williams A/D |21|1|2||5 дня роста, 1 дня в 
60,00 SBER|87|10|Max Williams A/D |22|1|1||5 дня роста, 1 дня в 
60,00 SBER|87|10|Max Williams A/D |22|1|2||5 дня роста, 1 дня в 
60,00 SBER|87|10|Max Williams A/D |23|1|1||5 дня роста, 1 дня в 
60,00 SBER|87|10|Max Williams A/D |23|1|2||5 дня роста, 1 дня в 
60,00 SBER|84|10|Max Williams A/D |24|1|1||5 дня роста, 1 дня в 
60,00 SBER|83|10|Max Williams A/D |25|1|1||5 дня роста, 1 дня в 
60,71 LKOH|250|28|Min Williams A/D | 4|1|2||5 дня падения, 1 дня в 
